,anime_id,demographics
1370,28771,['Shounen']
1371,43691,['Seinen']
1372,32108,[]
1373,6707,['Shounen']
1374,32122,['Shounen']
1375,1313,['Kids']
1376,15225,[]
1377,567,[]
1378,31414,['Shoujo']
1379,34136,['Shoujo']
1380,35262,['Shounen']
1381,2158,['Shounen']
1382,49893,[]
1383,11179,[]
1384,1579,['Shoujo']
1385,32827,[]
1386,7661,['Seinen']
1387,35756,[]
1388,13203,['Seinen']
1389,38088,[]
1390,7858,['Shounen']
1391,35889,[]
1392,36043,[]
1393,9000,[]
1394,302,[]
1395,2449,['Seinen']
1396,16353,[]
1397,1536,['Shounen']
1398,15775,['Seinen']
1399,9510,[]
1400,35503,[]
1401,2563,['Shounen']
1402,13599,[]
1403,41497,[]
1404,37924,[]
1405,19221,[]
1406,25,['Shounen']
1407,551,['Shounen']
1408,38959,[]
1409,34086,[]
1410,23269,['Seinen']
1411,34036,['Shounen']
1412,35639,[]
1413,5074,[]
1414,24913,['Seinen']
1415,5355,[]
1416,43756,[]
1417,42941,[]
1418,1222,['Shoujo']
1419,36633,[]
1420,10643,[]
1421,21105,[]
1422,87,[]
1423,36215,['Shounen']
1424,32863,['Shounen']
1425,33338,['Shounen']
1426,12117,['Shounen']
1427,5667,['Shounen']
1428,13271,['Shounen']
1429,584,[]
1430,38699,['Shounen']
1431,24627,['Shounen']
1432,43692,[]
1433,42423,[]
1434,37993,[]
1435,12487,[]
1436,27,[]
1437,28825,['Seinen']
1438,2594,['Seinen']
1439,42192,['Shounen']
1440,14811,[]
1441,9135,['Shounen']
1442,35075,['Seinen']
1443,35015,[]
1444,42091,['Shounen']
1445,48779,['Seinen']
1446,20787,['Seinen']
1447,13709,[]
1448,1050,['Shounen']
1449,14511,[]
1450,10798,[]
1451,2985,['Shounen']
1452,2596,[]
1453,666,['Shounen']
1454,34439,[]
1455,39576,[]
1456,25519,[]
1457,37403,['Shounen']
1458,8074,['Shounen']
1459,1915,[]
1460,32365,['Shounen']
1461,550,['Shounen']
1462,30300,[]
1463,48375,[]
1464,15379,[]
1465,42340,[]
1466,1526,['Kids']
1467,34279,[]
1468,41619,['Shounen']
1469,33089,[]
1470,18497,['Shounen']
1471,3001,['Seinen']
1472,19951,['Shounen']
1473,6634,[]
1474,10216,[]
1475,31163,['Seinen']
1476,11371,['Shounen']
1477,37407,[]
1478,31327,['Shounen']
1479,35459,['Shounen']
1480,5671,[]
1481,39705,[]
1482,20709,['Shoujo']
1483,10163,[]
1484,23311,[]
1485,4970,[]
1486,28479,['Shounen']
1487,474,[]
1488,39569,[]
1489,18229,[]
1490,50549,[]
1491,16239,['Shounen']
1492,106,['Shoujo']
1493,35320,['Shoujo']
1494,10779,[]
1495,37870,[]
1496,15613,['Shoujo']
1497,32843,[]
1498,41456,[]
1499,19021,[]
1500,33581,['Shounen']
1501,19285,['Shounen']
1502,33899,[]
1503,1824,[]
1504,34494,[]
1505,441,['Shoujo']
1506,37959,[]
1507,20815,[]
1508,2175,[]
1509,8857,['Shounen']
1510,40685,[]
1511,34428,[]
1512,31374,['Shounen']
1513,34161,[]
1514,38081,[]
1515,25157,['Shounen']
1516,76,[]
1517,6768,[]
1518,9834,['Shounen']
1519,8460,['Shounen']
1520,209,[]
1521,39469,['Seinen']
1522,31289,['Shounen']
1523,36702,['Shounen']
1524,15699,[]
1525,165,[]
1526,31297,['Seinen']
1527,15687,[]
1528,31952,['Seinen']
1529,3342,[]
1530,35789,['Shounen']
1531,1096,[]
1532,3958,['Shounen']
1533,9047,[]
1534,33929,['Shounen']
1535,41353,[]
1536,539,['Shounen']
1537,46,['Shounen']
1538,14735,['Shounen']
1539,10711,['Seinen']
1540,22125,['Shounen']
1541,22429,[]
1542,44248,[]
1543,330,['Shounen']
1544,4752,['Shoujo']
1545,7662,[]
1546,7769,[]
1547,4985,[]
1548,11266,['Shounen']
1549,482,['Shounen']
1550,1092,[]
1551,37441,[]
1552,19669,['Shounen']
1553,1565,['Kids']
1554,1723,[]
1555,31326,[]
1556,15195,[]
1557,2847,['Kids']
1558,40507,[]
1559,3515,['Shounen']
1560,569,[]
1561,42282,['Shoujo']
1562,3848,['Shounen']
1563,20509,[]
1564,27899,['Seinen']
1565,10298,['Shoujo']
1566,1030,['Kids']
1567,16273,[]
1568,40879,[]
1569,3420,[]
1570,37936,[]
1571,40870,[]
1572,37986,['Shounen']
1573,5356,['Seinen']
1574,14753,['Shounen']
1575,7222,[]
1576,3604,['Seinen']
1577,3974,[]
1578,5525,['Josei']
1579,19613,['Seinen']
1580,36936,[]
1581,38002,[]
1582,48760,[]
1583,36962,['Shounen']
1584,24455,[]
1585,33280,[]
1586,710,['Seinen']
1587,18523,['Shounen']
1588,13333,[]
1589,10805,['Shounen']
1590,7044,['Shounen']
1591,3655,['Shounen']
1592,1974,['Shoujo']
1593,5310,[]
1594,33082,[]
1595,31665,[]
1596,696,['Shounen']
1597,40530,[]
1598,34514,['Kids']
1599,42826,[]
1600,36371,[]
1601,34021,['Seinen']
1602,35946,['Shounen']
1603,14941,[]
1604,9441,['Shoujo']
1605,167,['Shounen']
1606,2116,['Shounen']
1607,1614,['Shounen']
1608,35067,[]
1609,156,['Shoujo']
1610,28621,[]
1611,34277,[]
1612,6512,[]
1613,855,[]
1614,36480,['Seinen']
1615,6046,[]
1616,18277,[]
1617,24231,[]
1618,11359,['Shounen']
1619,645,['Shounen']
1620,442,['Shounen']
1621,35798,[]
1622,37341,[]
1623,15911,[]
1624,15751,['Shounen']
1625,34102,[]
1626,6505,[]
1627,36652,['Seinen']
1628,36094,['Seinen']
1629,168,[]
1630,39959,[]
1631,24135,['Shounen']
1632,42745,[]
1633,1007,['Shounen']
1634,30311,[]
1635,33513,['Shounen']
1636,23673,['Shoujo']
1637,36370,[]
1638,61,['Shoujo']
1639,38480,[]
1640,35078,['Shounen']
1641,33190,[]
1642,7902,[]
1643,44059,[]
1644,253,[]
1645,34712,['Shoujo']
1646,32915,[]
1647,1004,[]
1648,290,[]
1649,16732,['Seinen']
1650,304,['Seinen']
1651,36369,[]
1652,15199,[]
1653,6572,[]
1654,2216,['Seinen']
1655,17535,['Shounen']
1656,40082,['Seinen']
1657,142,['Shoujo']
1658,34547,['Shounen']
1659,37765,[]
1660,48414,[]
1661,26023,[]
1662,10153,[]
1663,17187,[]
1664,7062,['Seinen']
1665,13391,[]
1666,27829,[]
1667,37958,[]
1668,129,['Shounen']
1669,589,['Shounen']
1670,15793,[]
1671,435,['Shoujo']
1672,25159,[]
1673,9379,[]
1674,38770,['Shounen']
1675,23441,[]
1676,48471,[]
1677,8100,[]
1678,4884,[]
1679,40853,"['Kids', 'Seinen']"
1680,1293,[]
1681,37996,['Seinen']
1682,14669,[]
1683,12187,[]
1684,3358,[]
1685,376,['Seinen']
1686,1212,['Shounen']
1687,41006,[]
1688,37869,[]
1689,7411,[]
1690,95,[]
1691,23701,[]
1692,8768,['Shoujo']
1693,30205,['Shounen']
1694,35249,[]
1695,5029,['Shounen']
1696,3225,[]
1697,1240,['Shoujo']
1698,19191,[]
1699,345,['Seinen']
1700,37027,[]
1701,181,['Shounen']
1702,21863,['Seinen']
1703,6030,['Seinen']
1704,1557,['Shoujo']
1705,30714,['Shounen']
1706,18295,[]
1707,35847,[]
1708,36317,[]
1709,36616,[]
1710,31552,[]
1711,189,['Shounen']
1712,10717,[]
1713,4063,[]
1714,3613,[]
1715,2112,['Shounen']
1716,2986,['Seinen']
1717,9751,[]
1718,21681,[]
1719,565,[]
1720,18849,['Shoujo']
1721,32871,['Shounen']
1722,1471,['Shounen']
1723,41103,[]
1724,644,['Josei']
1725,35658,['Shounen']
1726,198,[]
1727,6624,[]
1728,31722,['Shounen']
1729,49200,[]
1730,22839,[]
1731,16241,[]
1732,3466,[]
1733,13587,[]
1734,10464,[]
1735,32887,[]
1736,33221,[]
1737,407,['Shounen']
1738,44069,[]
1739,4080,['Shoujo']
1740,16395,['Shounen']
1741,22763,['Seinen']
1742,24921,['Seinen']
1743,1303,[]
1744,11531,[]
1745,1852,['Seinen']
1746,33032,['Seinen']
1747,30307,['Seinen']
1748,3467,[]
1749,31500,[]
1750,36934,['Shounen']
1751,16774,[]
1752,23293,['Seinen']
1753,851,['Shounen']
1754,8915,[]
1755,4886,['Shounen']
1756,17121,[]
1757,8769,[]
1758,28881,['Seinen']
1759,1132,['Shounen']
1760,16742,[]
1761,21561,[]
1762,34430,[]
1763,2035,['Seinen']
1764,17247,[]
1765,48590,[]
1766,36475,[]
1767,34284,[]
1768,408,[]
1769,147,[]
1770,31737,[]
1771,3455,['Shounen']
1772,32869,['Shounen']
1773,40532,[]
1774,2926,[]
1775,38086,[]
1776,6438,['Shounen']
1777,40974,[]
1778,23383,['Seinen']
1779,2107,['Shounen']
1780,5764,[]
1781,35333,[]
1782,1815,[]
1783,191,[]
1784,6381,[]
1785,27525,[]
1786,1065,['Shounen']
1787,12231,['Shounen']
1788,2171,['Shounen']
1789,38917,[]
1790,389,[]
1791,2927,[]
1792,601,[]
1793,38476,[]
1794,6288,[]
1795,540,['Shounen']
1796,10715,[]
1797,1095,[]
1798,34445,[]
1799,396,[]
1800,6172,[]
1801,42603,['Shounen']
1802,25345,[]
1803,34104,[]
1804,13055,['Shounen']
1805,1564,['Kids']
1806,20457,['Seinen']
1807,39392,[]
1808,36884,[]
1809,194,['Shounen']
1810,37029,['Seinen']
1811,1251,[]
1812,397,[]
1813,821,['Seinen']
1814,388,['Shounen']
1815,1250,['Shounen']
1816,41226,[]
1817,6954,[]
1818,37962,[]
1819,4551,['Shoujo']
1820,30952,['Seinen']
1821,7059,[]
1822,41468,['Shounen']
1823,40746,[]
1824,195,[]
1825,272,[]
1826,1888,[]
1827,218,['Shounen']
1828,30901,[]
1829,5150,['Shounen']
1830,3371,[]
1831,44203,[]
1832,41261,[]
1833,11239,['Seinen']
1834,469,['Shounen']
1835,34176,[]
1836,12017,[]
1837,35145,[]
1838,22865,[]
1839,4772,['Shounen']
1840,9938,['Seinen']
1841,94,[]
1842,30321,['Shounen']
1843,18465,[]
1844,17269,[]
1845,7,[]
1846,30206,[]
1847,770,[]
1848,38777,['Shounen']
1849,34300,[]
1850,908,['Shounen']
1851,190,['Shounen']
1852,18041,['Seinen']
1853,7645,['Shoujo']
1854,586,[]
1855,29893,['Shounen']
1856,17505,['Shounen']
1857,32899,['Shoujo']
1858,12149,[]
1859,40841,[]
1860,39806,['Seinen']
1861,37396,[]
1862,256,[]
1863,5251,[]
1864,40513,['Seinen']
1865,39463,['Seinen']
1866,49236,[]
1867,6904,['Seinen']
1868,16668,[]
1869,16444,[]
1870,1425,['Seinen']
1871,13115,['Josei']
1872,6408,[]
1873,10716,[]
1874,334,['Shoujo']
1875,39324,[]
1876,490,[]
1877,8424,[]
1878,48997,[]
1879,935,[]
1880,48675,['Shounen']
1881,32494,['Shounen']
1882,1120,['Kids']
1883,39592,['Shounen']
1884,8726,['Seinen']
1885,16201,['Shounen']
1886,762,['Shounen']
1887,35994,[]
1888,4596,[]
1889,4015,['Shounen']
1890,6574,['Seinen']
1891,14749,[]
1892,39921,[]
1893,6024,['Seinen']
1894,28387,['Seinen']
1895,32175,['Shoujo']
1896,39730,['Seinen']
1897,79,['Seinen']
1898,1118,['Kids']
1899,15201,[]
1900,3931,['Seinen']
1901,50160,['Seinen']
1902,37873,[]
1903,16694,['Shounen']
1904,16035,['Josei']
1905,32836,[]
1906,13659,[]
1907,12711,['Shoujo']
1908,384,[]
1909,1520,[]
1910,8190,['Josei']
1911,10075,['Shounen']
1912,30413,['Shounen']
1913,32870,['Shounen']
1914,24031,['Seinen']
1915,10638,[]
1916,1722,['Shounen']
1917,34745,['Shounen']
1918,32792,[]
1919,238,['Shounen']
1920,21573,[]
1921,390,['Shounen']
1922,36522,[]
1923,49776,[]
1924,25389,['Shounen']
1925,14829,[]
1926,1589,['Seinen']
1927,5593,['Seinen']
1928,1729,[]
1929,18393,['Shounen']
1930,21085,['Seinen']
1931,20977,['Seinen']
1932,37150,[]
1933,11785,[]
1934,1681,[]
1935,845,['Shounen']
1936,34126,[]
1937,38528,[]
1938,30991,['Seinen']
1939,22433,['Shounen']
1940,10714,[]
1941,15109,['Shounen']
1942,42894,['Shoujo']
1943,9745,[]
1944,1563,['Shoujo']
1945,444,['Shoujo']
1946,50185,[]
1947,39292,[]
1948,37975,['Seinen']
1949,12293,[]
1950,4581,['Shounen']
1951,43683,[]
1952,43470,[]
1953,246,['Shounen']
1954,5252,['Shounen']
1955,1913,[]
1956,10259,[]
1957,40128,['Seinen']
1958,242,['Josei']
1959,8197,[]
1960,2724,[]
1961,4896,[]
1962,207,['Shounen']
1963,4811,[]
1964,3457,['Shoujo']
1965,5034,['Shounen']
1966,1695,['Shoujo']
1967,31418,[]
1968,44235,['Kids']
1969,2829,[]
1970,37210,[]
1971,8532,['Shounen']
1972,39495,['Shounen']
1973,8934,['Shounen']
1974,48406,[]
1975,24365,['Seinen']
1976,38333,[]
1977,34299,[]
1978,32245,[]
1979,3090,['Seinen']
1980,26441,['Seinen']
1981,33519,[]
1982,13585,['Josei']
1983,6927,[]
1984,411,['Shounen']
1985,795,['Shoujo']
1986,6676,[]
1987,40435,[]
1988,5713,[]
1989,15959,['Shounen']
1990,41361,[]
1991,1965,[]
1992,30868,['Seinen']
1993,32686,['Shounen']
1994,33520,[]
1995,4214,[]
1996,902,['Shounen']
1997,1642,['Shoujo']
1998,36726,['Shounen']
1999,822,['Seinen']
2000,40586,[]
2001,1726,[]
2002,443,[]
2003,32930,['Shounen']
2004,465,['Shounen']
2005,7762,[]
2006,40372,['Shounen']
2007,3665,[]
2008,21435,[]
2009,15863,['Seinen']
2010,11761,['Shounen']
2011,37716,['Shounen']
2012,233,['Shoujo']
2013,37492,[]
2014,1034,[]
2015,19195,[]
2016,27655,[]
2017,24459,[]
2018,50175,[]
2019,37804,[]
2020,10321,['Shoujo']
2021,709,[]
2022,7058,['Shoujo']
2023,31771,['Shounen']
2024,2800,['Shoujo']
2025,395,[]
2026,17,['Shounen']
2027,974,[]
2028,2213,[]
2029,1003,['Seinen']
2030,10294,[]
2031,22687,['Seinen']
2032,18441,['Seinen']
2033,32801,[]
2034,306,[]
2035,39819,['Shounen']
2036,4037,[]
2037,3750,['Shoujo']
2038,17875,[]
2039,5228,['Seinen']
2040,9981,['Shounen']
2041,10681,[]
2042,49,['Seinen']
2043,4726,[]
2044,38815,[]
2045,33845,[]
2046,2398,['Kids']
2047,12053,[]
2048,3230,[]
2049,42847,[]
2050,34152,[]
2051,6896,[]
2052,37822,[]
2053,36796,[]
2054,1060,['Seinen']
2055,6747,['Seinen']
2056,39790,[]
2057,35191,[]
2058,37773,[]
2059,1000,['Seinen']
2060,39166,[]
2061,10350,['Josei']
2062,48916,[]
2063,1356,[]
2064,37890,['Seinen']
2065,31405,[]
2066,30740,['Seinen']
2067,21797,[]
2068,33558,[]
2069,32698,['Seinen']
2070,459,['Shounen']
2071,898,['Shounen']
2072,3229,[]
2073,27411,[]
2074,16868,['Shoujo']
2075,13939,[]
2076,1472,['Shounen']
2077,1485,['Shoujo']
2078,48753,['Shounen']
2079,32574,['Shounen']
2080,19115,[]
2081,12175,[]
2082,656,[]
2083,14765,[]
2084,180,['Shounen']
2085,40211,[]
2086,8609,['Shounen']
2087,12979,[]
2088,19193,[]
2089,2076,['Shounen']
2090,31324,[]
2091,45613,[]
2092,36513,['Seinen']
2093,713,[]
2094,17437,[]
2095,34792,[]
2096,2608,['Seinen']
2097,3673,[]
2098,39017,['Shounen']
2099,33475,['Shounen']
2100,326,['Josei']
2101,52,['Shounen']
2102,10624,[]
2103,32013,[]
2104,23301,['Kids']
2105,20047,['Seinen']
2106,99,[]
2107,1946,['Shoujo']
2108,3352,[]
2109,53,['Seinen']
2110,6023,[]
2111,29317,[]
2112,37451,[]
2113,1498,['Shounen']
2114,1454,[]
2115,20903,[]
2116,34019,['Seinen']
2117,24781,['Shounen']
2118,37569,[]
2119,161,['Shounen']
2120,3087,[]
2121,283,[]
2122,21039,[]
2123,19117,[]
2124,44406,[]
2125,11001,[]
2126,6291,[]
2127,23319,[]
2128,476,[]
2129,10713,[]
2130,1087,['Shounen']
2131,1921,[]
2132,687,['Shoujo']
2133,324,[]
2134,6984,['Seinen']
2135,14751,['Shoujo']
2136,460,['Shounen']
2137,2229,['Shounen']
2138,2198,['Seinen']
2139,33417,[]
2140,10152,['Shoujo']
2141,953,['Shoujo']
2142,2547,['Shoujo']
2143,42544,[]
2144,2899,[]
2145,940,['Shounen']
2146,42519,['Shounen']
2147,463,['Shounen']
2148,40861,['Kids']
2149,2424,['Shoujo']
2150,31918,['Shounen']
2151,10397,[]
2152,3791,['Shounen']
2153,24641,[]
2154,42238,[]
2155,7817,['Seinen']
2156,489,[]
2157,30544,[]
2158,16700,[]
2159,5306,[]
2160,41109,[]
2161,5079,['Seinen']
2162,24471,['Seinen']
2163,31442,[]
2164,1473,['Shounen']
2165,28013,[]
2166,10686,['Shounen']
2167,45598,['Shounen']
2168,16866,['Shoujo']
2169,6187,['Josei']
2170,12021,['Seinen']
2171,36720,[]
2172,9117,[]
2173,6948,[]
2174,13261,['Shounen']
2175,38958,[]
2176,41611,[]
2177,20939,[]
2178,665,['Shounen']
2179,3089,[]
2180,39049,[]
2181,19759,['Shounen']
2182,5030,[]
2183,1091,[]
2184,40483,[]
2185,20359,['Shounen']
2186,15927,[]
2187,158,['Shoujo']
2188,650,['Seinen']
2189,13629,[]
2190,2618,[]
2191,48755,[]
2192,16123,[]
2193,5521,[]
2194,17739,['Seinen']
2195,33286,[]
2196,44037,[]
2197,429,['Shoujo']
2198,36565,['Shounen']
2199,13267,['Shounen']
2200,7870,[]
2201,14027,[]
2202,398,[]
2203,8457,['Shounen']
2204,49357,[]
2205,9563,['Seinen']
2206,35484,[]
2207,11697,['Shounen']
2208,4039,['Seinen']
2209,37981,['Seinen']
2210,11077,['Seinen']
2211,30711,[]
2212,1211,[]
2213,3165,['Seinen']
2214,49483,[]
2215,34549,[]
2216,13093,['Seinen']
2217,15439,[]
2218,10536,['Shoujo']
2219,34350,['Seinen']
2220,10456,[]
2221,9925,[]
2222,34420,[]
2223,36923,['Shounen']
2224,21431,['Seinen']
2225,5042,['Seinen']
2226,5233,[]
2227,32566,[]
2228,2321,['Shounen']
2229,31378,['Shounen']
2230,2562,[]
2231,3392,['Shoujo']
2232,1011,['Shounen']
2233,529,[]
2234,41590,[]
2235,28299,['Shoujo']
2236,13117,['Josei']
2237,38733,['Shounen']
2238,40206,[]
2239,45489,[]
2240,3965,['Josei']
2241,30344,[]
2242,39710,['Seinen']
2243,20973,[]
2244,2144,['Shounen']
2245,21437,[]
2246,340,['Shounen']
2247,254,[]
2248,4618,[]
2249,48,[]
2250,49521,['Seinen']
2251,30363,[]
2252,84,[]
2253,32086,['Seinen']
2254,41312,[]
2255,38410,[]
2256,40429,['Shoujo']
2257,34280,[]
2258,1008,['Shounen']
2259,32924,['Seinen']
2260,12753,['Shounen']
2261,10447,[]
2262,21563,['Shoujo']
2263,350,[]
2264,37440,[]
2265,521,['Shoujo']
2266,593,[]
2267,35082,[]
2268,10497,[]
2269,1072,[]
2270,34825,['Seinen']
2271,50248,[]
2272,11827,[]
2273,7748,[]
2274,15061,['Shoujo']
2275,36548,['Seinen']
2276,28617,[]
2277,39761,[]
2278,11237,['Seinen']
2279,40814,['Shounen']
2280,35321,['Shounen']
2281,41833,['Shounen']
2282,104,['Shoujo']
2283,1491,[]
2284,1090,[]
2285,5005,['Seinen']
2286,45577,[]
2287,3594,[]
2288,936,['Shounen']
2289,2993,['Shounen']
2290,35777,['Kids']
2291,6591,[]
2292,33605,[]
2293,31756,['Shounen']
2294,32553,['Shounen']
2295,738,['Shounen']
2296,2499,['Shounen']
2297,9213,[]
2298,11021,[]
2299,10500,[]
2300,11889,[]
2301,31588,['Seinen']
2302,36793,['Shoujo']
2303,49361,[]
2304,31229,['Josei']
2305,33157,[]
2306,33034,['Seinen']
2307,3549,['Shounen']
2308,48468,[]
2309,879,[]
2310,8630,[]
2311,32051,['Shounen']
2312,13119,['Josei']
2313,9355,[]
2314,110,['Shounen']
2315,6050,['Shounen']
2316,37447,['Shounen']
2317,24625,[]
2318,341,['Shounen']
2319,1078,['Shoujo']
2320,33478,['Shounen']
2321,18499,['Shounen']
2322,9367,['Seinen']
2323,31989,[]
2324,6164,[]
2325,37579,[]
2326,130,['Josei']
2327,9120,['Shounen']
2328,34376,[]
2329,1241,[]
2330,2238,[]
2331,34881,['Shounen']
2332,369,[]
2333,38201,[]
2334,10884,[]
2335,4134,['Shounen']
2336,975,['Seinen']
2337,7088,[]
2338,39753,['Shoujo']
2339,100,['Shoujo']
2340,11783,[]
2341,21867,['Shounen']
2342,33487,['Shounen']
2343,11285,[]
2344,29785,['Shounen']
2345,1372,['Seinen']
2346,92,[]
2347,3667,[]
2348,890,['Shounen']
2349,48453,[]
2350,3545,[]
2351,24133,[]
2352,24475,['Seinen']
2353,2680,['Shounen']
2354,40664,[]
2355,6324,[]
2356,10418,['Shounen']
2357,54,['Shounen']
2358,14575,[]
2359,41762,['Seinen']
2360,18677,[]
2361,41345,[]
2362,21755,['Shounen']
2363,4550,[]
2364,1709,['Kids']
2365,394,['Seinen']
2366,1119,['Kids']
2367,35672,[]
2368,1122,['Kids']
2369,25341,['Shounen']
2370,42498,[]
2371,36963,[]
2372,36873,['Seinen']
2373,21881,[]
2374,33003,[]
2375,23237,[]
2376,1808,['Shoujo']
2377,834,['Shounen']
2378,2623,[]
2379,22663,[]
2380,24919,['Seinen']
2381,4028,[]
2382,41061,[]
2383,17643,[]
2384,28539,[]
2385,31559,[]
2386,174,['Shounen']
2387,573,['Shounen']
2388,21635,[]
2389,42822,['Shounen']
2390,30014,[]
2391,6974,[]
2392,49438,[]
2393,40005,[]
2394,1238,['Shounen']
2395,6178,['Kids']
2396,792,['Shounen']
2397,2451,[]
2398,23447,[]
2399,23587,[]
2400,243,['Shoujo']
2401,1375,['Shoujo']
2402,28669,['Shoujo']
2403,35220,[]
2404,21829,[]
2405,5984,['Josei']
2406,42668,[]
2407,14645,['Shoujo']
2408,48761,[]
2409,24469,[]
2410,13161,[]
2411,4188,['Shounen']
2412,353,['Shoujo']
2413,732,[]
2414,2971,['Shoujo']
2415,38027,[]
2416,23233,[]
2417,10647,['Shounen']
2418,2498,['Shounen']
2419,1140,[]
2420,8917,[]
2421,1674,['Shounen']
2422,33983,['Seinen']
2423,24211,['Josei']
2424,893,['Shounen']
2425,276,[]
2426,157,['Shounen']
2427,40024,['Shoujo']
2428,3299,[]
2429,34962,[]
2430,40752,[]
2431,32355,[]
2432,10155,[]
2433,36466,[]
2434,11879,[]
2435,3231,[]
2436,44586,['Shounen']
2437,200,['Shounen']
2438,1861,['Shounen']
2439,32094,[]
2440,40504,['Shounen']
2441,664,['Shounen']
2442,31680,[]
2443,39764,['Shounen']
2444,42497,[]
2445,38999,[]
2446,37578,[]
2447,5751,['Shounen']
2448,16157,[]
2449,19383,[]
2450,28607,[]
2451,33064,[]
2452,41848,[]
2453,35928,['Seinen']
2454,478,[]
2455,7337,[]
2456,36539,[]
2457,3907,['Shounen']
2458,42496,[]
2459,23227,['Seinen']
2460,33004,[]
2461,29027,[]
2462,11751,[]
2463,45425,[]
2464,335,['Shounen']
2465,6951,['Shounen']
2466,39477,['Shounen']
2467,12673,[]
2468,16890,['Josei']
2469,19211,[]
2470,12015,[]
2471,18411,['Seinen']
2472,31404,[]
2473,1347,['Shounen']
2474,30383,[]
2475,11313,['Shounen']
2476,37517,['Shounen']
2477,48239,[]
2478,40230,[]
2479,10232,[]
2480,37449,[]
2481,15731,[]
2482,39014,[]
2483,42886,[]
2484,5675,['Shounen']
2485,13429,[]
2486,38936,[]
2487,9331,[]
2488,42395,[]
2489,32962,[]
2490,12375,[]
2491,501,"['Kids', 'Shounen']"
2492,15989,[]
2493,33350,[]
2494,34375,[]
2495,1301,[]
2496,28149,[]
2497,455,[]
2498,34540,['Kids']
2499,35159,[]
2500,1567,['Shoujo']
2501,815,['Shounen']
2502,1650,[]
2503,40602,['Shoujo']
2504,15591,['Shounen']
2505,1829,[]
2506,33203,['Shoujo']
2507,8995,[]
2508,1094,['Shounen']
2509,2030,[]
2510,15811,[]
2511,37982,['Shounen']
2512,9322,[]
2513,20479,[]
2514,4454,[]
2515,13221,[]
2516,21511,[]
2517,35905,[]
2518,37682,[]
2519,274,[]
2520,75,[]
2521,13349,['Josei']
2522,9996,['Seinen']
2523,49782,['Seinen']
2524,22069,[]
2525,14123,['Kids']
2526,325,['Shoujo']
2527,2582,[]
2528,2004,['Seinen']
2529,37202,[]
2530,35834,[]
2531,1138,['Shounen']
2532,1110,['Shoujo']
2533,5065,[]
2534,38710,['Seinen']
2535,40854,[]
2536,1279,[]
2537,26165,['Seinen']
2538,16512,[]
2539,51417,[]
2540,10507,['Shounen']
2541,351,['Shoujo']
2542,393,['Shoujo']
2543,31754,['Shounen']
2544,29589,['Shounen']
2545,1731,[]
2546,2450,['Seinen']
2547,4246,[]
2548,3918,[]
2549,4921,[]
2550,2962,['Kids']
2551,859,['Shounen']
2552,20449,[]
2553,23249,[]
2554,37259,['Seinen']
2555,22817,['Shounen']
2556,6064,[]
2557,32015,['Seinen']
2558,33248,[]
2559,38198,['Shounen']
2560,12669,[]
2561,634,['Seinen']
2562,6758,['Seinen']
2563,2848,['Shounen']
2564,49519,['Seinen']
2565,8481,[]
2566,415,[]
2567,11703,['Shounen']
2568,36144,[]
2569,4038,['Shounen']
2570,1860,[]
2571,39539,['Seinen']
2572,34465,['Shounen']
2573,1278,['Shoujo']
2574,10469,['Shounen']
2575,5597,[]
2576,41930,[]
2577,352,['Shoujo']
2578,814,['Shounen']
2579,22877,[]
2580,17273,[]
2581,31234,['Seinen']
2582,31138,[]
2583,36950,['Shounen']
2584,536,['Shounen']
2585,2386,['Shounen']
2586,3076,['Shoujo']
2587,35000,['Shounen']
2588,36882,[]
2589,405,[]
2590,2020,['Shounen']
2591,49470,[]
2592,2828,['Kids']
2593,31645,[]
2594,22689,[]
2595,29,['Seinen']
2596,144,[]
2597,5279,[]
2598,255,[]
2599,43690,[]
2600,1237,['Shounen']
2601,1016,['Shounen']
2602,36432,[]
2603,42205,['Shounen']
2604,900,['Shounen']
2605,29325,[]
2606,428,['Shoujo']
2607,9776,['Seinen']
2608,33378,['Shoujo']
2609,15537,[]
2610,6884,[]
2611,36864,['Josei']
2612,10999,['Shounen']
2613,2385,['Shounen']
2614,22859,[]
2615,42640,[]
2616,1170,['Shounen']
2617,36927,['Kids']
2618,41053,['Seinen']
2619,169,[]
2620,15651,['Shounen']
2621,37306,[]
2622,43555,['Shounen']
2623,5947,[]
2624,10794,[]
2625,2143,['Shoujo']
2626,31368,[]
2627,5485,['Shounen']
2628,36593,['Shoujo']
2629,1362,['Shounen']
2630,9088,[]
2631,40529,['Seinen']
2632,37722,[]
2633,1577,['Seinen']
2634,9888,[]
2635,37393,[]
2636,40111,[]
2637,41623,[]
2638,18177,['Shounen']
2639,878,[]
2640,2404,['Shounen']
2641,2798,[]
2642,46420,['Shounen']
2643,113,[]
2644,2942,[]
2645,5342,[]
2646,152,[]
2647,1531,[]
2648,8634,[]
2649,9041,[]
2650,2683,[]
2651,37719,[]
2652,36906,[]
2653,13411,[]
2654,30549,[]
2655,990,[]
2656,36049,['Shounen']
2657,131,['Josei']
2658,40314,[]
2659,2012,['Shounen']
2660,6203,[]
2661,33013,[]
2662,4715,[]
2663,40646,[]
2664,38778,['Shounen']
2665,17827,[]
2666,1288,[]
2667,17741,['Shounen']
2668,20221,[]
2669,15843,[]
2670,58,[]
2671,4026,['Kids']
2672,9332,[]
